Century;Type;Race1;Race2;Planet;System;Event
0;Info;1278;;34654;10276;Colony founded
0;Info;1278;;34659;10279;Colony founded
0;Info;1278;;34753;10303;Colony founded
0;Info;1278;;34766;10306;Colony founded
0;Diplo;1278;337;;10323;First Contact: Alliance!
0;Civ;337;;;;TL uplifting from 5 to 7 (New gov : Theocracy)
0;Info; 337;;34819;10323;Colony founded
0;Info; 337;;34823;10323;Colony founded
0;Info;1278;;34825;10325;Colony founded
0;Info;1278;;34829;10325;Colony founded
0;Diplo;1278;339;;10331;First Contact: Alliance!
0;Civ;339;;;;TL uplifting from 6 to 7
0;Diplo;1278;341;;10336;First Contact: War!
0;Battle;1278;341;34880;10336;Planet conquered by race 1278
0;Info;1278;;34890;10338;Colony founded
0;Info;1278;;34931;10351;Colony founded
0;Info;1278;;34981;10366;Colony founded
0;Info;1278;;34987;10366;Colony founded
0;Info;1278;;35041;10383;Colony founded
0;Info;1278;;35053;10386;Colony founded
0;Info;1278;;35073;10394;Colony founded
0;Info;1278;;35149;10412;Colony founded
0;Diplo;1278;342;;10413;First Contact: Trade!
0;Battle;1278;405;37317;11029;Planet conquered by race 1278
0;Info;1278;;37439;11075;Colony founded
0;Battle;1278;415;37616;11125;Planet conquered by race 1278
0;Diplo;1278;372;;11140;First Contact: War!
0;Battle;1278;372;37692;11140;Planet conquered by race 1278
0;Diplo;1278;374;;11179;First Contact: War!
0;Battle;1278;374;37822;11179;Planet conquered by race 1278
0;Battle;1278;415;37911;11208;Planet conquered by race 1278
0;Battle;1278;415;37912;11208;Planet conquered by race 1278
0;Diplo;1278;376;;11222;First Contact: Trade!
0;Info;1278;;38054;11250;Colony founded
0;Info;1278;;38056;11251;Colony founded
0;Diplo;1278;377;;11264;First Contact: Alliance!
0;Info;377;;;;The race goes to stellar exploration after the contact.
0;Info;1278;;38163;11277;Colony founded
0;Info;1278;;38167;11279;Colony founded
0;Info;1278;;38236;11299;Colony founded
0;Info;1278;;38244;11301;Colony founded
0;Diplo;1278;380;;11302;First Contact: Alliance!
0;Civ;380;;;;TL uplifting from 4 to 7 (New gov : Bureaucracy)
0;Info;1278;;38252;11304;Colony founded
0;Info;1278;;38255;11304;Colony founded
0;Info;1278;;38273;11310;Colony founded
0;Info;1278;;38305;11322;Colony founded
0;Info;1278;;38330;11328;Colony founded
0;Info;1278;;38343;11333;Colony founded
0;Info;1278;;38366;11339;Colony founded
0;Info;1278;;38407;11346;Colony founded
0;Diplo;1278;381;;11350;First Contact: Alliance!
0;Civ;381;;;;TL uplifting from 6 to 7
0;Info;1278;;38421;11353;Colony founded
0;Info;1278;;38459;11367;Colony founded
0;Info;1278;;38588;11405;Colony founded
0;Info;1278;;38618;11416;Colony founded
0;Info;1278;;38632;11418;Colony founded
0;Info;1278;;38638;11420;Colony founded
0;Info;1278;;38641;11423;Colony founded
0;Info;1278;;38643;11424;Colony founded
0;Info;1278;;38692;11436;Colony founded
0;Info;1278;;38742;11453;Colony founded
0;Info;1278;;40467;11938;Colony founded
0;Battle;1278;405;40544;11955;Planet conquered by race 1278
0;Battle;1278;405;40545;11955;Planet conquered by race 1278
0;Battle;1278;405;40596;11965;Planet conquered by race 1278
0;Battle;1278;405;40674;11999;Planet conquered by race 1278
0;Battle;1278;405;40732;12015;Planet conquered by race 1278
0;Battle;1278;405;40778;12028;Planet conquered by race 1278
0;Info;1278;;40807;12043;Colony founded
0;Info;1278;;40829;12052;Colony founded
0;Diplo;1278;413;;12063;First Contact: Alliance!
0;Diplo1278;405;;;Diplomatic relations changed to No intercourse
0;Battle;1278;415;40916;12073;Planet conquered by race 1278
0;Diplo;1278;446;;12074;First Contact: Trade!
0;Battle;1278;415;41000;12108;Planet conquered by race 1278
0;Battle;1278;415;41012;12110;Planet conquered by race 1278
0;Info;1278;;41051;12121;Colony founded
0;Info;1278;;41063;12125;Colony founded
0;Info;1278;;41115;12139;Colony founded
0;Info;1278;;41117;12140;Colony founded
0;Diplo;1278;416;;12156;First Contact: War!
0;Battle;1278;416;41185;12156;Planet conquered by race 1278
0;Info;1278;;41244;12174;Colony founded
0;Info;1278;;41309;12191;Colony founded
0;Battle;1278;416;41314;12192;Planet conquered by race 1278
0;Info;1278;;41368;12210;Colony founded
0;Battle;1278;416;41406;12222;Planet conquered by race 1278
0;Info;1278;;41416;12225;Colony founded
0;Info;1278;;41438;12230;Colony founded
0;Diplo;1278;420;;12231;First Contact: War!
0;Battle;1278;420;41439;12231;Planet conquered by race 1278
0;Info;1278;;41493;12247;Colony founded
0;Info;1278;;41494;12248;Colony founded
0;Info;1278;;41593;12282;Colony founded
0;Info;1278;;41687;12306;Colony founded
0;Info;1278;;41735;12317;Colony founded
0;Info;1278;;41736;12317;Colony founded
0;Info;1278;;41843;12354;Colony founded
0;Info;1278;;41957;12382;Colony founded
0;Info;1278;;41978;12386;Colony founded
0;Info;1278;;42057;12406;Colony founded
0;Info;1278;;42061;12408;Colony founded
0;Info;1278;;42063;12408;Colony founded
0;Info;1278;;42093;12414;Colony founded
0;Info;1278;;42109;12418;Colony founded
0;Info;1278;;43866;12910;Colony founded
0;Info;1278;;44194;12997;Colony founded
0;Battle;1278;415;44623;13134;Planet conquered by race 1278
0;Battle;1278;415;44627;13135;Planet conquered by race 1278
0;Battle;1278;415;44688;13159;Planet conquered by race 1278
0;Diplo;1278;447;;13175;First Contact: War!
0;Battle;1278;447;44752;13175;Planet conquered by race 1278
0;Diplo;1278;448;;13177;First Contact: Alliance!
0;Civ;448;;;;TL uplifting from 4 to 7 (New gov : Republic)
0;Info; 448;;44758;13177;Colony founded
0;Battle;1278;416;44815;13193;Planet conquered by race 1278
0;Info;1278;;44821;13194;Colony founded
0;Info;1278;;44891;13222;Colony founded
0;Info;1278;;44897;13224;Colony founded
0;Info;1278;;44978;13249;Colony founded
0;Info;1278;;45020;13264;Colony founded
0;Info;1278;;45023;13265;Colony founded
0;Info;1278;;45071;13279;Colony founded
0;Info;1278;;45146;13293;Colony founded
0;Diplo;1278;453;;13310;First Contact: War!
0;Battle;1278;453;45228;13310;Planet conquered by race 1278
0;Info;1278;;45237;13311;Colony founded
0;Info;1278;;45295;13328;Colony founded
0;Info;1278;;45312;13332;Colony founded
0;Info;1278;;45369;13347;Colony founded
0;Info;1278;;45394;13357;Colony founded
0;Info;1278;;45418;13365;Colony founded
0;Info;1278;;45491;13382;Colony founded
0;Info;1278;;45551;13396;Colony founded
0;Info;1278;;45561;13400;Colony founded
0;Info;1278;;45578;13402;Colony founded
0;Diplo;1278;456;;13412;First Contact: Alliance!
0;Civ;456;;;;TL uplifting from 6 to 7
0;Info;1278;;45715;13447;Colony founded
0;Info;1278;;45754;13461;Colony founded
0;Info;1278;;45782;13468;Colony founded
0;Diplo;1278;458;;13481;First Contact: War!
0;Battle;1278;458;45831;13481;Planet conquered by race 1278
0;Info;1278;;45841;13483;Colony founded
0;Info;1278;;45853;13486;Colony founded
0;Diplo;1278;482;;14003;First Contact: Trade!
0;Info;1278;;47765;14054;Colony founded
0;Info;1278;;47929;14110;Colony founded
0;Battle;1278;415;47939;14113;Planet conquered by race 1278
0;Info;1278;;47943;14116;Colony founded
0;Battle;1278;415;48117;14172;Planet conquered by race 1278
0;Info;1278;;48148;14177;Colony founded
0;Diplo;1278;493;;14257;First Contact: Alliance!
0;Civ;493;;;;TL uplifting from 6 to 7
0;Info;1278;;48380;14258;Colony founded
0;Info;1278;;48427;14268;Colony founded
0;Info;1278;;48432;14271;Colony founded
0;Info;1278;;48503;14288;Colony founded
0;Info;1278;;48579;14308;Colony founded
0;Info;1278;;48582;14309;Colony founded
0;Info;1278;;48720;14347;Colony founded
0;Info;1278;;48724;14348;Colony founded
0;Info;1278;;48737;14350;Colony founded
0;Info;1278;;48825;14372;Colony founded
0;Diplo;1278;497;;14374;First Contact: Alliance!
0;Civ;497;;;;TL uplifting from 5 to 7 (New gov : Bureaucracy)
0;Info;1278;;49001;14423;Colony founded
0;Diplo;1278;501;;14424;First Contact: War!
0;Battle;1278;501;49002;14424;Planet conquered by race 1278
0;Info;1278;;49115;14462;Colony founded
0;Info;1278;;49116;14463;Colony founded
0;Info;1278;;49118;14463;Colony founded
0;Info;1278;;49208;14491;Colony founded
0;Info;1278;;49273;14507;Colony founded
0;Info;1278;;51075;15038;Colony founded
0;Info;1278;;51235;15089;Colony founded
0;Battle;1278;640;51319;15111;Planet conquered by race 1278
0;Diplo;1278;527;;15152;First Contact: No intercourse!
0;Info;1278;;51575;15191;Colony founded
0;Info;1278;;51609;15200;Colony founded
0;Battle;1278;672;51634;15207;Planet conquered by race 1278
0;Battle;1278;672;51637;15207;Planet conquered by race 1278
0;Info;1278;;51696;15230;Colony founded
0;Diplo;1278;533;;15244;First Contact: Trade!
0;Diplo;1278;535;;15267;First Contact: Alliance!
0;Civ;535;;;;TL uplifting from 6 to 7
0;Info;1278;;51797;15269;Colony founded
0;Info;1278;;51849;15282;Colony founded
0;Info;1278;;51976;15328;Colony founded
0;Info;1278;;52021;15343;Colony founded
0;Info;1278;;52107;15370;Colony founded
0;Info;1278;;52231;15405;Colony founded
0;Info;1278;;52311;15432;Colony founded
0;Info;1278;;52342;15446;Colony founded
0;Diplo;1278;541;;15477;First Contact: Alliance!
0;Info;541;;;;The race goes to stellar exploration after the contact.
0;Info;1278;;52476;15478;Colony founded
0;Info;1278;;52561;15501;Colony founded
0;Info;1278;;52562;15501;Colony founded
0;Diplo;1278;566;;16011;First Contact: Alliance!
0;Info;1278;;54443;16030;Colony founded
0;Info;1278;;54481;16045;Colony founded
0;Diplo;1278;573;;16208;First Contact: Trade!
0;Battle;1278;672;55156;16230;Planet conquered by race 1278
0;Diplo;1278;575;;16252;First Contact: Alliance!
0;Diplo1278;574;;;Diplomatic relations changed to No intercourse
0;Info;575;;;;The race goes to stellar exploration after the contact.
0;Info;1278;;55252;16258;Colony founded
0;Diplo;1278;576;;16269;First Contact: Trade!
0;Info;1278;;55307;16273;Colony founded
0;Info;1278;;55429;16314;Colony founded
0;Battle;1278;709;55509;16333;Planet conquered by race 1278
0;Diplo;1278;578;;16338;First Contact: War!
0;Battle;1278;578;55536;16338;Planet conquered by race 1278
0;Info;1278;;55540;16339;Colony founded
0;Info;1278;;55642;16363;Colony founded
0;Info;1278;;55660;16369;Colony founded
0;Diplo;1278;579;;16371;First Contact: Alliance!
0;Info;1278;;55724;16382;Colony founded
0;Info;1278;;55725;16382;Colony founded
0;Info;1278;;55726;16382;Colony founded
0;Info;1278;;55731;16383;Colony founded
0;Info;1278;;55740;16387;Colony founded
0;Info;1278;;55741;16387;Colony founded
0;Info;1278;;55752;16390;Colony founded
0;Info;1278;;55757;16390;Colony founded
0;Info;1278;;55825;16404;Colony founded
0;Info;1278;;55826;16404;Colony founded
0;Info;1278;;55836;16407;Colony founded
0;Info;1278;;55847;16414;Colony founded
0;Info;1278;;55921;16437;Colony founded
0;Info;1278;;55926;16438;Colony founded
0;Info;1278;;58098;17103;Colony founded
0;Battle;1278;672;58357;17174;Planet conquered by race 1278
0;Battle;1278;672;58398;17189;Planet conquered by race 1278
0;Info;1278;;58698;17288;Colony founded
0;Info;1278;;58731;17297;Colony founded
0;Info;1278;;58734;17298;Colony founded
0;Info;1278;;58929;17360;Colony founded
0;Battle;1278;677;58975;17374;Planet conquered by race 1278
0;Info;1278;;59007;17384;Colony founded
0;Info;1278;;59011;17384;Colony founded
0;Info;1278;;59079;17403;Colony founded
0;Diplo;1278;611;;17409;First Contact: Alliance!
0;Civ;611;;;;TL uplifting from 5 to 7 (New gov : Gerontocracy)
0;Info;1278;;59148;17416;Colony founded
0;Info;1278;;59209;17436;Colony founded
0;Diplo;1278;616;;17518;First Contact: War!
0;Battle;1278;616;59493;17518;Planet conquered by race 1278
0;Info;1278;;59528;17529;Colony founded
0;Battle;1278;641;61772;18192;Planet conquered by race 1278
0;Diplo;1278;643;;18209;First Contact: Trade!
0;Info;1278;;61981;18256;Colony founded
0;Diplo;1278;645;;18258;First Contact: Alliance!
0;Info;1278;;62174;18304;Colony founded
0;Info;1278;;62181;18306;Colony founded
0;Info;1278;;62185;18306;Colony founded
0;Info;1278;;62236;18318;Colony founded
0;Info;1278;;62397;18358;Colony founded
0;Info;1278;;62494;18389;Colony founded
0;Info;1278;;62633;18429;Colony founded
0;Info;1278;;62671;18444;Colony founded
0;Info;1278;;62692;18453;Colony founded
0;Battle;1278;677;62738;18464;Planet conquered by race 1278
0;Info;1278;;62750;18466;Colony founded
0;Info;1278;;62785;18480;Colony founded
0;Info;1278;;65042;19157;Colony founded
0;Diplo;1278;671;;19172;First Contact: War!
0;Battle;1278;671;65091;19172;Planet conquered by race 1278
0;Info;1278;;65120;19181;Colony founded
0;Info;1278;;65346;19257;Colony founded
0;Info;1278;;65508;19299;Colony founded
0;Info;1278;;65589;19323;Colony founded
0;Info;1278;;65684;19351;Colony founded
0;Info;1278;;65896;19416;Colony founded
0;Info;1278;;65963;19429;Colony founded
0;Info;1278;;65977;19433;Colony founded
0;Info;1278;;66049;19454;Colony founded
0;Info;1278;;66131;19472;Colony founded
0;Battle;1278;677;66173;19488;Planet conquered by race 1278
0;Info;1278;;66223;19497;Colony founded
0;Info;1278;;66257;19504;Colony founded
0;Info;1278;;66301;19518;Colony founded
0;Info;1278;;66367;19545;Colony founded
0;Info;1278;;66373;19548;Colony founded
0;Info;1278;;66446;19573;Colony founded
0;Info;1278;;66464;19581;Colony founded
0;Diplo;1278;701;;20053;First Contact: No intercourse!
0;Info;1278;;68793;20242;Colony founded
0;Info;1278;;68794;20242;Colony founded
0;Battle;1278;672;68871;20271;Planet conquered by race 1278
0;Battle;1278;744;69078;20327;Planet conquered by race 1278
0;Info;1278;;69176;20355;Colony founded
0;Battle;1278;709;69268;20379;Planet conquered by race 1278
0;Battle;1278;709;69329;20396;Planet conquered by race 1278
0;Info;1278;;69473;20441;Colony founded
0;Info;1278;;69534;20454;Colony founded
0;Info;1278;;69596;20471;Colony founded
0;Info;1278;;69629;20482;Colony founded
0;Info;1278;;69839;20543;Colony founded
0;Battle;1278;677;69922;20562;Planet conquered by race 1278
0;Info;1278;;69961;20576;Colony founded
0;Info;1278;;70121;20608;Colony founded
0;Info;1278;;72304;21222;Colony founded
0;Diplo;1278;740;;21264;First Contact: War!
0;Battle;1278;740;72421;21264;Planet conquered by race 1278
0;Battle;1278;740;72432;21265;Planet conquered by race 1278
0;Info;1278;;72696;21330;Colony founded
0;Info;1278;;72698;21330;Colony founded
0;Info;1278;;72961;21400;Colony founded
0;Info;1278;;72963;21400;Colony founded
0;Info;1278;;72973;21403;Colony founded
0;Info;1278;;73360;21519;Colony founded
0;Info;1278;;73404;21534;Colony founded
0;Info;1278;;73406;21534;Colony founded
0;Info;1278;;73480;21558;Colony founded
0;Info;1278;;73494;21561;Colony founded
0;Info;1278;;73623;21598;Colony founded
0;Info;1278;;73629;21598;Colony founded
0;Info;1278;;73635;21600;Colony founded
0;Info;1278;;73685;21614;Colony founded
0;Info;1278;;73692;21618;Colony founded
0;Info;1278;;73788;21645;Colony founded
0;Info;1278;;76276;22399;Colony founded
0;Info;1278;;76424;22442;Colony founded
0;Battle;1278;672;76492;22456;Planet conquered by race 1278
0;Info;1278;;76500;22459;Colony founded
0;Battle;1278;788;76595;22483;Planet conquered by race 1278
0;Info;1278;;76602;22487;Colony founded
0;Info;1278;;76604;22487;Colony founded
0;Info;1278;;76605;22487;Colony founded
0;Battle;1278;709;76741;22529;Planet conquered by race 1278
0;Battle;1278;709;76742;22529;Planet conquered by race 1278
0;Info;1278;;76777;22539;Colony founded
0;Info;1278;;76813;22550;Colony founded
0;Info;1278;;76869;22565;Colony founded
0;Info;1278;;76900;22572;Colony founded
0;Diplo;1278;801;;22602;First Contact: No intercourse!
0;Battle;1278;677;77118;22644;Planet conquered by race 1278
0;Info;1278;;77319;22711;Colony founded
0;Diplo;1278;815;;23151;First Contact: No intercourse!
0;Diplo;1278;771;;23168;First Contact: War!
0;Battle;1278;771;78808;23168;Planet conquered by race 1278
0;Info;1278;;79080;23247;Colony founded
0;Info;1278;;79503;23384;Colony founded
0;Diplo;1278;830;;23422;First Contact: Alliance!
0;Civ;830;;;;TL uplifting from 3 to 7 (New gov : Corporation)
0;Info;1278;;79722;23453;Colony founded
0;Info;1278;;79918;23514;Colony founded
0;Info;1278;;79922;23514;Colony founded
0;Info;1278;;79923;23514;Colony founded
0;Info;1278;;80058;23556;Colony founded
0;Info;1278;;80122;23583;Colony founded
0;Info;1278;;80358;23648;Colony founded
0;Info;1278;;80469;23684;Colony founded
0;Info;1278;;80527;23700;Colony founded
0;Info;1278;;80590;23719;Colony founded
0;Info;1278;;80615;23733;Colony founded
0;Info;1278;;80635;23741;Colony founded
0;Info;1278;;80670;23750;Colony founded
0;Info;1278;;80725;23768;Colony founded
0;Diplo;1278;862;;24186;First Contact: War!
0;Battle;1278;862;82164;24186;Planet conquered by race 1278
0;Battle;1278;862;82165;24186;Planet conquered by race 1278
0;Diplo;1278;863;;24202;First Contact: War!
0;Battle;1278;863;82214;24202;Planet conquered by race 1278
0;Info;1278;;82451;24263;Colony founded
0;Info;1278;;83169;24442;Colony founded
0;Info;1278;;83171;24443;Colony founded
0;Info;1278;;83429;24512;Colony founded
0;Diplo;1278;876;;24515;First Contact: Alliance!
0;Civ;876;;;;TL uplifting from 1 to 7 (New gov : Bureaucracy)
0;Info;1278;;83491;24534;Colony founded
0;Info;1278;;83536;24548;Colony founded
0;Info;1278;;83681;24599;Colony founded
0;Info;1278;;83683;24599;Colony founded
0;Info;1278;;83751;24616;Colony founded
0;Info;1278;;83785;24623;Colony founded
0;Info;1278;;84037;24696;Colony founded
0;Info;1278;;84080;24713;Colony founded
0;Info;1278;;84130;24728;Colony founded
0;Info;1278;;84196;24755;Colony founded
0;Battle;1278;862;85812;25222;Planet conquered by race 1278
0;Battle;1278;862;85813;25222;Planet conquered by race 1278
0;Info;1278;;86071;25293;Colony founded
0;Diplo;1278;871;;25304;First Contact: No intercourse!
0;Info;1278;;86576;25438;Colony founded
0;Info;1278;;86724;25488;Colony founded
0;Info;1278;;86727;25488;Colony founded
0;Info;1278;;86811;25514;Colony founded
0;Info;1278;;87016;25574;Colony founded
0;Info;1278;;87027;25578;Colony founded
0;Info;1278;;87051;25588;Colony founded
0;Info;1278;;87062;25590;Colony founded
0;Info;1278;;87197;25636;Colony founded
0;Info;1278;;87274;25655;Colony founded
0;Info;1278;;87294;25666;Colony founded
0;Info;1278;;87676;25764;Colony founded
0;Info;1278;;87810;25805;Colony founded
0;Info;1278;;87858;25818;Colony founded
0;Diplo;1278;770;;26263;First Contact: No intercourse!
0;Info;1278;;89710;26359;Colony founded
0;Info;1278;;89913;26428;Colony founded
0;Info;1278;;89986;26449;Colony founded
0;Info;1278;;90017;26459;Colony founded
